,model,portfolio_return,portfolio_cvar
2000-01-31,RW-DCC-SKT,0.007307268438192606,0.019312566301817213
2000-02-29,RW-DCC-SKT,0.066524842446558,-0.010045268231308982
2000-03-31,RW-DCC-SKT,-0.06580909998551385,5.654645083049307e-05
2000-04-30,RW-DCC-SKT,-0.009868166759512262,0.0071768112101904735
2000-05-31,RW-DCC-SKT,0.012846868733120582,0.0003231091520801262
2000-06-30,RW-DCC-SKT,-0.10162958477075024,0.062049269126771285
2000-07-31,RW-DCC-SKT,-0.04497884096795993,0.07888132199736178
2000-08-31,RW-DCC-SKT,-1.0544735568919494e-06,0.013282130163071814
2000-09-30,RW-DCC-SKT,0.01751757580589278,-4.97217228535985e-05
2000-10-31,RW-DCC-SKT,0.029779162121424306,0.002014087500017276
2000-11-30,RW-DCC-SKT,0.062340411838544545,0.01866260980543974
2000-12-31,RW-DCC-SKT,0.049221500674823976,-0.001490288773775104
2001-01-31,RW-DCC-SKT,-0.0017834508628611747,-0.0006104084706021206
2001-02-28,RW-DCC-SKT,0.004399629336773701,0.03506691918251405
2001-03-31,RW-DCC-SKT,0.05272544048572532,-0.001378166330226554
2001-04-30,RW-DCC-SKT,-0.0487979858263318,0.02796990907048839
2001-05-31,RW-DCC-SKT,0.0141936026412231,0.04165868080663268
2001-06-30,RW-DCC-SKT,0.016281449193250922,0.007632282892354965
2001-07-31,RW-DCC-SKT,0.0368253090034173,0.005766783043057639
2001-08-31,RW-DCC-SKT,0.01705566810092446,0.026908613054869343
2001-09-30,RW-DCC-SKT,0.0015349462605247447,0.0023114974455169107
2001-10-31,RW-DCC-SKT,-0.051478062693925575,0.04989163336556199
2001-11-30,RW-DCC-SKT,-0.009107161853025673,0.030402492428796966
2001-12-31,RW-DCC-SKT,0.017310616615090056,0.005845255088582586
2002-01-31,RW-DCC-SKT,0.022860144419443992,0.010151387573753166
2002-02-28,RW-DCC-SKT,0.037547127956549076,0.007622980046955837
2002-03-31,RW-DCC-SKT,0.015051876684577286,0.00484470498288762
2002-04-30,RW-DCC-SKT,0.022746421209842986,0.004701927076608943
2002-05-31,RW-DCC-SKT,0.0006822807512146412,0.0018797879989680428
2002-06-30,RW-DCC-SKT,-0.000972233189347799,0.04458927966081864
2002-07-31,RW-DCC-SKT,0.007320324442948684,0.014486198735165661
2002-08-31,RW-DCC-SKT,0.00879233895550624,0.03393610997143454
2002-09-30,RW-DCC-SKT,0.009041002191268598,0.015586017031144955
2002-10-31,RW-DCC-SKT,-0.06118378227454835,0.0036416007801745058
2002-11-30,RW-DCC-SKT,0.06938997164478883,0.010319656597582013
2002-12-31,RW-DCC-SKT,-0.047373165465915766,-0.007713884587613233
2003-01-31,RW-DCC-SKT,-0.006948929478507754,0.025335837158111135
2003-02-28,RW-DCC-SKT,-0.006076941369407727,0.05189830898513929
2003-03-31,RW-DCC-SKT,0.028056309175465068,0.05002612354269436
2003-04-30,RW-DCC-SKT,-0.013943455290147119,0.007500265690700887
2003-05-31,RW-DCC-SKT,0.023203301139820567,-0.00021970101814592255
2003-06-30,RW-DCC-SKT,0.0023796315331590916,-0.0006304923920439858
2003-07-31,RW-DCC-SKT,-0.0015931893597157082,0.020110386838899912
2003-08-31,RW-DCC-SKT,0.024003669126371,0.01114481128852479
2003-09-30,RW-DCC-SKT,-0.0009571171079041851,0.0007822166939641768
2003-10-31,RW-DCC-SKT,-0.0018659402893835492,0.03497107557774646
2003-12-31,RW-DCC-SKT,0.006577486846770944,0.008384382525281746
2004-01-31,RW-DCC-SKT,0.005970130085684401,0.01477496046032481
2004-02-29,RW-DCC-SKT,-0.01029437790262137,-0.00018544730092682568
2004-03-31,RW-DCC-SKT,0.009913664170466383,0.013915541046004424
